crop,state,season,soil_type,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,area_hectares,yield_kg_per_ha
Rice,Andhra Pradesh,Kharif,Black,1536.6,25.6,71.0,388.6,18.79,4046.5
Rice,Andhra Pradesh,Kharif,Black,312.9,25.5,85.0,334.0,94.17,3294.9
Cotton,Uttar Pradesh,Zaid,Black,472.7,22.7,49.3,88.4,53.47,2585.3
Groundnut,Andhra Pradesh,Zaid,Red,2238.8,22.3,53.0,92.6,85.31,3366.1
Maize,Madhya Pradesh,Zaid,Black,471.3,38.2,88.9,258.1,34.54,2680.4
Soybean,Bihar,Zaid,Laterite,1855.0,16.9,88.6,170.7,33.86,3002.6
Wheat,Maharashtra,Kharif,Red,2324.1,33.3,93.5,62.2,98.56,2909.5
Sugarcane,Karnataka,Kharif,Sandy,895.5,19.7,88.6,239.6,52.42,2916.6
Wheat,Uttar Pradesh,Rabi,Alluvial,1115.1,24.3,38.3,185.7,14.5,2920.3
Cotton,Maharashtra,Kharif,Black,1551.6,16.7,83.5,85.4,22.36,2777.5
Rice,Maharashtra,Zaid,Sandy,2239.8,22.3,56.6,330.7,48.45,3915.0
Groundnut,Punjab,Rabi,Laterite,2372.2,35.7,94.4,370.3,4.73,3731.6
Rice,Madhya Pradesh,Zaid,Alluvial,1927.0,38.9,60.7,314.8,46.52,3220.9
Sugarcane,Uttar Pradesh,Kharif,Sandy,490.6,21.0,66.0,337.8,42.18,3026.1
Rice,Andhra Pradesh,Rabi,Alluvial,1772.1,27.5,64.4,125.8,78.04,3306.3
Rice,Karnataka,Zaid,Black,1202.7,27.7,50.9,142.3,35.82,2785.2
Sugarcane,Uttar Pradesh,Rabi,Laterite,1335.5,38.6,34.9,123.0,98.26,2457.9
Soybean,Andhra Pradesh,Rabi,Alluvial,408.1,35.6,88.2,317.8,18.49,2888.2
Soybean,Maharashtra,Kharif,Sandy,720.3,28.9,82.2,381.8,59.3,3541.9
Sugarcane,Karnataka,Zaid,Black,2039.1,33.1,39.1,300.9,9.43,3409.6
Groundnut,Andhra Pradesh,Rabi,Black,1298.7,37.9,80.5,358.5,73.52,3052.3
Cotton,Bihar,Rabi,Sandy,963.7,15.3,70.7,273.5,99.48,2704.3
Rice,Andhra Pradesh,Zaid,Sandy,1144.8,25.9,56.6,185.7,82.0,2859.1
Groundnut,Punjab,Rabi,Alluvial,2179.7,39.5,46.5,199.0,55.79,2652.7
Rice,Madhya Pradesh,Rabi,Red,1947.8,35.0,85.9,76.4,48.73,2973.2
Cotton,Maharashtra,Rabi,Black,899.1,29.7,75.5,61.0,83.59,2570.6
Soybean,Andhra Pradesh,Zaid,Alluvial,558.5,29.3,65.6,293.4,93.63,2968.3
Groundnut,Madhya Pradesh,Zaid,Sandy,854.4,24.4,69.6,203.5,98.93,3015.1
Maize,Haryana,Zaid,Alluvial,2325.7,29.1,35.9,243.3,39.96,3339.6
Maize,Haryana,Zaid,Sandy,1579.5,32.7,60.8,245.2,99.1,3115.3
Maize,Madhya Pradesh,Kharif,Laterite,1473.7,26.3,42.6,147.1,16.01,3481.2
Soybean,Madhya Pradesh,Rabi,Sandy,1612.1,34.3,43.5,216.6,25.73,3211.4
Soybean,Punjab,Zaid,Sandy,1105.3,38.3,73.0,214.8,9.36,2523.0
Cotton,Bihar,Rabi,Sandy,2075.6,19.2,89.2,185.9,27.54,3257.2
Rice,Maharashtra,Rabi,Red,1451.2,27.2,56.2,337.2,76.91,3702.5
Cotton,Uttar Pradesh,Kharif,Sandy,556.8,26.0,43.5,207.9,85.37,3052.2
Cotton,Punjab,Zaid,Black,583.9,33.6,72.2,261.3,78.0,2923.2
Soybean,Bihar,Zaid,Black,1481.1,21.7,86.6,363.4,63.29,3760.7
Maize,Madhya Pradesh,Rabi,Alluvial,2360.5,32.3,78.6,353.2,51.64,3563.5
Wheat,Uttar Pradesh,Zaid,Red,978.4,38.7,86.5,361.6,71.02,2772.0
Rice,Madhya Pradesh,Rabi,Alluvial,2213.0,26.3,64.9,144.5,39.39,3459.2
Soybean,Madhya Pradesh,Rabi,Black,1981.0,39.6,78.9,62.2,84.21,2578.1
Maize,Haryana,Kharif,Black,845.2,41.8,39.1,141.4,67.88,1672.1
Groundnut,Haryana,Kharif,Laterite,379.9,17.9,52.6,147.5,69.93,2217.0
Wheat,Uttar Pradesh,Kharif,Sandy,524.1,21.3,55.3,368.3,53.83,2946.6
Wheat,Punjab,Rabi,Black,1902.7,40.7,63.2,277.2,88.58,2787.1
Soybean,Haryana,Zaid,Alluvial,739.3,40.9,90.4,78.6,25.58,2139.5
Sugarcane,Maharashtra,Kharif,Alluvial,1116.8,17.6,86.8,97.4,38.42,2595.6
Rice,Madhya Pradesh,Zaid,Sandy,1403.7,15.4,38.7,104.5,77.88,1946.4
Wheat,Karnataka,Kharif,Sandy,1896.0,19.3,41.2,270.6,49.53,2973.1
Soybean,Andhra Pradesh,Kharif,Laterite,549.1,41.9,53.2,307.4,88.98,2100.6
Soybean,Uttar Pradesh,Rabi,Red,1194.0,19.9,48.9,350.9,34.97,3164.8
Maize,Uttar Pradesh,Kharif,Alluvial,1367.2,28.6,70.0,379.2,37.25,3571.6
Groundnut,Haryana,Kharif,Sandy,1489.8,37.9,88.7,120.6,88.93,2880.8
Sugarcane,Punjab,Rabi,Alluvial,2100.4,15.6,92.5,158.4,46.7,2808.4
Rice,Madhya Pradesh,Zaid,Sandy,677.7,31.3,72.5,134.1,51.85,2849.9
Cotton,Maharashtra,Kharif,Black,2077.2,22.5,84.5,175.6,33.61,3117.6
Groundnut,Punjab,Rabi,Alluvial,1824.3,38.3,64.1,370.1,28.03,3552.2
Groundnut,Bihar,Kharif,Black,1522.9,22.7,43.5,251.3,65.77,2661.1
Maize,Bihar,Rabi,Alluvial,1839.0,33.5,64.1,308.4,12.42,3712.0
Wheat,Karnataka,Zaid,Red,1206.4,33.2,66.1,221.5,87.99,3286.1
Wheat,Haryana,Zaid,Laterite,604.5,21.0,78.3,60.1,78.03,2294.0
Maize,Haryana,Rabi,Black,1764.7,15.9,44.3,72.5,19.48,2547.2
Soybean,Haryana,Rabi,Sandy,1454.3,26.0,53.9,238.3,69.55,3307.6
Wheat,Karnataka,Rabi,Red,1706.6,22.8,53.7,301.6,60.46,3475.3
Sugarcane,Bihar,Zaid,Alluvial,1043.6,36.8,92.4,125.4,18.86,2684.9
Rice,Punjab,Kharif,Black,2295.1,36.6,58.9,302.7,27.68,4118.0
Groundnut,Karnataka,Zaid,Alluvial,1592.2,27.3,79.1,333.7,41.19,3975.2
Groundnut,Karnataka,Rabi,Alluvial,487.9,31.4,78.8,194.2,70.07,3000.2
Sugarcane,Punjab,Rabi,Alluvial,1289.6,31.3,47.3,311.2,64.05,3198.2
Wheat,Haryana,Zaid,Laterite,1964.0,37.3,67.2,191.4,53.46,3058.8
Groundnut,Maharashtra,Rabi,Laterite,2047.1,26.5,88.1,287.4,76.96,3627.5
Cotton,Punjab,Zaid,Sandy,1388.1,22.4,60.9,317.4,75.91,3541.1
Rice,Bihar,Rabi,Black,2268.4,22.2,91.4,397.2,61.98,4031.9
Rice,Uttar Pradesh,Kharif,Red,888.9,29.5,43.9,170.9,78.81,2678.8
Groundnut,Madhya Pradesh,Kharif,Red,1203.3,27.1,34.8,193.9,33.76,3082.9
Maize,Uttar Pradesh,Rabi,Red,2276.9,26.9,87.9,108.0,88.18,3268.4
Groundnut,Andhra Pradesh,Zaid,Alluvial,2271.8,17.5,85.1,121.4,61.68,2942.4
Maize,Andhra Pradesh,Kharif,Laterite,1808.6,34.4,94.5,292.7,82.33,3361.9
Groundnut,Karnataka,Zaid,Black,2189.8,20.8,74.2,371.0,54.85,3770.0
Cotton,Madhya Pradesh,Rabi,Alluvial,495.3,20.3,90.9,188.1,22.23,2796.1
Soybean,Uttar Pradesh,Zaid,Laterite,2203.0,26.1,83.8,112.9,54.47,3387.0
Rice,Maharashtra,Kharif,Laterite,1005.4,21.2,84.9,149.8,37.43,2718.5
Groundnut,Haryana,Zaid,Black,692.3,30.8,67.0,209.3,69.9,3003.5
Cotton,Bihar,Zaid,Black,826.6,25.0,54.9,151.7,47.84,2969.8
Maize,Andhra Pradesh,Rabi,Black,1219.5,27.1,90.7,131.8,83.69,2864.1
Maize,Maharashtra,Rabi,Alluvial,852.6,29.5,58.1,307.6,67.97,3325.1
Rice,Bihar,Rabi,Sandy,1005.2,20.5,65.0,52.7,68.61,2711.0
Sugarcane,Bihar,Kharif,Black,597.0,19.2,59.0,238.7,22.11,2740.6
Groundnut,Haryana,Kharif,Sandy,951.6,38.8,66.7,327.8,98.43,2831.8
Wheat,Madhya Pradesh,Rabi,Alluvial,1559.0,26.7,60.6,143.2,84.25,3282.9
Maize,Karnataka,Rabi,Sandy,1272.1,26.1,33.1,261.2,79.01,3334.0
Soybean,Uttar Pradesh,Kharif,Red,1062.8,16.0,87.3,284.1,33.36,2823.5
Soybean,Haryana,Kharif,Sandy,1942.2,28.4,58.9,279.3,53.8,3245.9
Maize,Maharashtra,Kharif,Black,2265.7,30.0,68.3,206.0,14.14,3296.3
Sugarcane,Karnataka,Kharif,Alluvial,1964.9,30.1,39.0,171.3,54.08,3510.5
Sugarcane,Maharashtra,Rabi,Black,1030.4,34.1,30.2,342.6,15.02,2872.8
Cotton,Karnataka,Kharif,Red,1937.8,19.8,45.9,315.5,55.53,3445.0
Soybean,Madhya Pradesh,Rabi,Black,634.4,21.8,75.8,162.4,65.05,2625.2
Cotton,Andhra Pradesh,Zaid,Black,586.7,36.9,36.4,86.1,39.32,1964.8
Soybean,Maharashtra,Zaid,Black,1060.4,40.6,89.1,75.1,50.11,2158.7
Groundnut,Haryana,Kharif,Laterite,2076.9,18.7,44.0,83.0,87.63,2775.2
Groundnut,Karnataka,Zaid,Red,842.0,28.4,43.3,254.0,11.3,3522.8
Wheat,Karnataka,Zaid,Black,439.2,20.8,41.8,68.1,79.28,2085.9
Groundnut,Bihar,Zaid,Black,589.8,16.6,30.9,167.9,17.49,2389.2
Wheat,Bihar,Kharif,Black,2189.2,23.8,80.2,313.6,4.15,3882.1
Groundnut,Punjab,Kharif,Alluvial,1694.3,18.9,86.9,153.0,18.96,2772.8
Rice,Maharashtra,Zaid,Laterite,857.0,34.2,69.9,317.2,76.62,3315.1
Groundnut,Bihar,Rabi,Alluvial,1521.7,29.4,42.2,310.9,40.81,3615.8
Cotton,Punjab,Zaid,Laterite,1460.7,18.9,48.5,136.0,87.32,2661.6
Maize,Andhra Pradesh,Kharif,Black,1742.0,15.2,60.9,305.1,52.71,2882.7
Cotton,Andhra Pradesh,Kharif,Red,813.0,36.8,92.0,311.7,2.71,2872.2
Maize,Bihar,Kharif,Sandy,2201.7,19.8,46.1,189.1,71.81,2986.8
Sugarcane,Maharashtra,Zaid,Sandy,980.6,31.4,77.6,123.6,11.47,3029.2
Cotton,Karnataka,Rabi,Black,1827.1,24.1,58.6,232.4,79.04,3366.7
Sugarcane,Uttar Pradesh,Kharif,Alluvial,335.5,30.8,49.4,372.5,17.23,3158.0
Wheat,Madhya Pradesh,Kharif,Red,1119.8,23.5,59.6,273.9,34.87,3267.2
Wheat,Maharashtra,Zaid,Laterite,1073.8,17.3,34.6,110.5,76.25,2295.4
Rice,Madhya Pradesh,Rabi,Black,1495.7,21.0,81.9,289.0,95.45,3036.9
Groundnut,Haryana,Zaid,Red,460.0,20.1,45.8,199.5,37.46,2763.7
Cotton,Andhra Pradesh,Kharif,Red,2038.3,26.6,77.2,257.0,83.03,3703.2
Sugarcane,Bihar,Rabi,Laterite,779.1,32.8,34.4,306.9,19.48,3027.8
Maize,Bihar,Rabi,Red,1789.5,22.1,92.1,230.2,80.81,3481.1
Wheat,Madhya Pradesh,Kharif,Alluvial,2067.1,15.3,42.5,334.9,65.92,3035.8
Groundnut,Karnataka,Rabi,Alluvial,1536.1,29.0,87.4,302.8,19.68,3781.8
Wheat,Madhya Pradesh,Rabi,Alluvial,1929.9,31.4,82.6,265.3,30.6,3734.3
Maize,Haryana,Zaid,Red,1756.1,41.0,92.9,102.8,13.61,2537.0
Groundnut,Karnataka,Kharif,Alluvial,1082.2,30.9,61.1,342.6,38.61,3700.2
Groundnut,Haryana,Kharif,Laterite,2079.5,27.7,77.3,377.6,20.76,4183.9
Sugarcane,Uttar Pradesh,Kharif,Red,948.3,30.5,54.1,97.9,64.58,2723.6
Sugarcane,Andhra Pradesh,Kharif,Sandy,1556.7,40.1,42.0,220.9,99.45,2349.8
Cotton,Bihar,Kharif,Red,1939.9,37.4,58.8,140.6,1.69,3198.8
Cotton,Bihar,Rabi,Laterite,1133.7,23.7,40.8,314.1,54.32,3221.9
Soybean,Uttar Pradesh,Zaid,Sandy,966.1,21.4,93.8,302.6,57.58,3112.3
Soybean,Punjab,Kharif,Red,1310.6,22.1,36.3,99.3,91.46,2359.3
Rice,Andhra Pradesh,Zaid,Alluvial,2099.5,28.6,68.3,357.0,50.85,4002.9
Wheat,Karnataka,Zaid,Black,2345.8,35.1,70.7,113.3,54.6,3212.3
Cotton,Uttar Pradesh,Rabi,Black,1499.2,28.6,65.0,329.0,47.43,3312.5
Sugarcane,Karnataka,Kharif,Alluvial,1755.2,16.8,73.0,209.9,27.26,2912.9
Maize,Madhya Pradesh,Rabi,Black,2287.2,34.5,37.6,164.9,6.07,3126.5
Sugarcane,Maharashtra,Kharif,Black,516.8,36.8,66.1,105.4,41.16,2822.7
Wheat,Bihar,Rabi,Alluvial,810.6,22.8,48.7,108.7,5.73,2493.7
Soybean,Karnataka,Zaid,Alluvial,1859.6,32.9,91.1,281.7,55.27,3512.7
Sugarcane,Haryana,Kharif,Red,2112.2,26.5,79.5,242.7,31.08,3504.2
Rice,Karnataka,Zaid,Red,2185.5,39.0,93.2,92.7,53.59,3035.5
Wheat,Maharashtra,Zaid,Alluvial,1213.2,37.8,32.4,89.4,13.86,2249.4
Soybean,Andhra Pradesh,Rabi,Laterite,496.5,29.2,48.5,75.3,93.3,2380.5
Maize,Bihar,Kharif,Black,1263.1,33.7,42.7,310.3,89.5,3389.8
Soybean,Madhya Pradesh,Zaid,Red,807.6,38.9,30.7,299.2,19.4,2298.4
Groundnut,Uttar Pradesh,Rabi,Black,940.6,28.4,45.8,70.5,34.67,2813.9
Rice,Madhya Pradesh,Kharif,Sandy,1999.0,23.5,74.1,246.1,61.54,3890.3
Wheat,Maharashtra,Kharif,Alluvial,466.2,35.3,45.0,79.6,10.02,2363.9
Maize,Bihar,Zaid,Laterite,2120.7,20.9,63.1,366.3,35.78,3831.8
Rice,Karnataka,Kharif,Sandy,1240.9,25.5,87.7,367.5,25.49,3820.7
Soybean,Andhra Pradesh,Zaid,Sandy,1611.3,38.4,75.1,294.4,91.59,3409.5
Rice,Punjab,Kharif,Sandy,497.2,34.6,55.7,374.2,85.32,3328.1
Wheat,Andhra Pradesh,Rabi,Alluvial,1042.2,25.9,54.2,334.0,58.19,3480.5
Cotton,Punjab,Zaid,Red,497.3,20.8,59.6,340.0,52.27,3149.2
Rice,Haryana,Zaid,Alluvial,2415.4,24.6,41.5,249.4,93.11,3479.6
Groundnut,Andhra Pradesh,Kharif,Red,2076.0,22.7,71.2,157.1,93.28,3450.1
Rice,Bihar,Kharif,Sandy,1311.2,19.8,53.7,126.2,96.95,2460.0
Soybean,Punjab,Zaid,Sandy,791.9,35.1,85.4,164.5,12.98,2661.0
Soybean,Uttar Pradesh,Kharif,Laterite,2353.6,21.8,79.2,270.0,16.48,3045.6
Maize,Bihar,Rabi,Red,1058.1,27.3,69.7,110.4,67.84,2985.9
Soybean,Uttar Pradesh,Kharif,Sandy,654.2,25.4,53.7,140.5,54.37,2611.9
Sugarcane,Andhra Pradesh,Rabi,Black,1539.0,41.5,43.6,213.8,2.34,2589.9
Wheat,Uttar Pradesh,Rabi,Laterite,2376.3,25.6,80.4,131.6,6.67,3569.0
Wheat,Punjab,Rabi,Alluvial,308.4,17.2,61.6,256.0,88.86,2585.5
Cotton,Bihar,Rabi,Laterite,823.9,17.4,44.6,373.1,86.95,2620.3
Cotton,Karnataka,Rabi,Black,2364.6,31.0,42.7,311.8,36.05,4017.6
Wheat,Maharashtra,Kharif,Red,676.4,31.2,40.8,283.2,89.16,3471.5
Groundnut,Punjab,Rabi,Alluvial,549.1,26.3,80.5,254.0,59.57,3234.6
Cotton,Punjab,Kharif,Alluvial,1554.4,26.7,44.9,220.8,80.69,3457.5
Maize,Karnataka,Rabi,Red,2196.1,16.5,64.2,115.3,43.03,2727.0
Soybean,Bihar,Zaid,Laterite,1349.6,28.9,59.4,363.1,11.78,3516.4
Wheat,Bihar,Rabi,Sandy,2488.0,28.6,67.7,137.0,43.66,3691.0
Cotton,Madhya Pradesh,Zaid,Laterite,1794.2,19.0,87.0,82.0,46.0,2480.8
Wheat,Andhra Pradesh,Rabi,Black,463.0,17.8,86.4,312.5,55.32,2622.3
Sugarcane,Uttar Pradesh,Rabi,Sandy,2484.2,18.3,59.3,111.5,11.01,2629.2
Rice,Andhra Pradesh,Rabi,Laterite,1197.4,17.7,31.0,180.2,99.14,2354.0
Soybean,Karnataka,Zaid,Red,932.3,31.5,57.7,59.9,24.79,2764.3
Wheat,Andhra Pradesh,Zaid,Black,1527.3,20.3,69.4,98.0,20.26,2869.1
Rice,Karnataka,Rabi,Black,969.5,21.8,66.3,110.6,52.92,2680.4
Cotton,Bihar,Kharif,Black,490.2,19.7,72.3,69.0,53.95,2274.2
Rice,Uttar Pradesh,Rabi,Sandy,303.1,40.9,40.0,279.8,44.26,1736.6
Soybean,Andhra Pradesh,Zaid,Alluvial,1289.1,38.1,72.0,343.0,77.3,3007.1
Wheat,Punjab,Rabi,Sandy,2141.1,21.2,41.9,180.7,51.91,3067.8
Sugarcane,Haryana,Zaid,Laterite,1559.1,23.8,78.8,356.1,61.16,3532.1
Groundnut,Madhya Pradesh,Zaid,Alluvial,2498.3,20.7,52.0,124.7,72.51,3318.2
Cotton,Maharashtra,Zaid,Laterite,931.1,28.3,76.1,163.9,2.99,2838.1
Wheat,Punjab,Rabi,Alluvial,917.0,15.5,33.1,102.8,57.28,1824.5
Soybean,Bihar,Zaid,Sandy,651.4,33.1,56.5,267.2,88.48,2549.3
Cotton,Maharashtra,Zaid,Black,660.9,29.1,75.8,197.0,2.23,2919.1
Maize,Haryana,Rabi,Red,927.4,39.3,44.7,264.6,40.82,2315.0
Rice,Haryana,Zaid,Black,2044.2,19.4,81.7,316.6,92.66,3503.6
Groundnut,Uttar Pradesh,Rabi,Sandy,2292.7,36.7,71.0,241.0,35.64,3162.9
Soybean,Maharashtra,Zaid,Alluvial,2445.2,36.4,68.2,269.7,46.14,3526.4
Maize,Uttar Pradesh,Kharif,Black,811.0,18.4,53.0,377.3,98.16,2940.2
Wheat,Punjab,Kharif,Sandy,2238.9,25.8,61.4,154.7,20.33,3775.6
Sugarcane,Karnataka,Zaid,Laterite,1022.2,19.6,68.8,175.7,6.99,2800.8
Cotton,Karnataka,Kharif,Red,548.2,21.9,60.7,301.2,86.01,2599.1
Rice,Karnataka,Rabi,Black,2214.1,22.1,75.4,264.0,86.91,3345.1
Cotton,Maharashtra,Kharif,Alluvial,1699.4,30.0,58.2,112.5,47.47,3126.2
Groundnut,Karnataka,Zaid,Laterite,662.4,26.1,43.1,181.7,51.66,2644.7
Wheat,Punjab,Zaid,Sandy,1245.6,40.6,43.9,213.7,83.66,1778.3
Cotton,Uttar Pradesh,Rabi,Red,932.0,18.4,30.4,196.8,73.99,2766.1
Rice,Maharashtra,Zaid,Alluvial,1920.9,41.3,49.6,112.4,26.88,2459.0
Wheat,Uttar Pradesh,Rabi,Sandy,1297.5,21.2,78.7,373.6,2.18,3563.8
Cotton,Maharashtra,Kharif,Sandy,2476.4,35.9,81.6,316.8,48.23,3596.5
Sugarcane,Uttar Pradesh,Kharif,Black,420.4,24.2,43.2,218.5,85.96,2855.4
Soybean,Haryana,Rabi,Black,1081.0,18.9,92.3,288.0,89.64,2871.2
Wheat,Uttar Pradesh,Rabi,Alluvial,1360.2,38.2,62.7,364.0,95.64,3166.7
Soybean,Karnataka,Zaid,Sandy,1406.9,23.3,89.6,97.7,88.02,2783.0
Wheat,Haryana,Kharif,Black,995.1,32.8,75.9,137.6,58.21,3158.5
Sugarcane,Uttar Pradesh,Rabi,Red,1904.3,30.3,77.0,239.9,44.74,3252.1
Soybean,Maharashtra,Kharif,Red,2224.4,27.7,35.5,329.7,77.6,4066.6
Maize,Maharashtra,Rabi,Sandy,2365.2,28.4,44.3,62.7,74.11,3242.7
Rice,Madhya Pradesh,Kharif,Black,2071.2,34.8,30.6,394.4,54.05,3579.1
Maize,Maharashtra,Zaid,Alluvial,2171.3,17.4,76.5,209.2,9.19,3089.6
Cotton,Bihar,Kharif,Alluvial,1511.2,33.0,52.4,175.7,92.65,3220.6
Sugarcane,Punjab,Kharif,Alluvial,2117.0,39.2,81.1,152.5,45.83,3118.9
Maize,Maharashtra,Kharif,Red,967.7,16.6,52.0,111.0,36.65,2229.0
Wheat,Haryana,Kharif,Black,1176.7,18.8,83.3,327.1,63.14,2936.5
Cotton,Madhya Pradesh,Kharif,Black,997.2,34.3,38.5,384.4,67.55,3284.9
Cotton,Maharashtra,Zaid,Red,1328.3,26.8,41.3,194.8,21.46,3498.3
Maize,Bihar,Rabi,Alluvial,928.3,25.9,52.2,383.3,83.78,3733.5
Maize,Karnataka,Kharif,Alluvial,2415.5,18.7,56.6,338.3,29.35,3730.8
Sugarcane,Haryana,Zaid,Sandy,988.3,28.7,52.7,218.4,19.08,3256.0
Rice,Bihar,Kharif,Laterite,515.7,18.4,79.6,285.9,40.94,2840.7
Maize,Karnataka,Kharif,Black,1459.0,27.9,36.3,202.2,73.19,3429.8
Groundnut,Andhra Pradesh,Rabi,Black,425.6,35.6,52.8,245.6,96.56,2561.2
Maize,Andhra Pradesh,Kharif,Black,543.2,22.0,84.4,70.3,81.02,2193.7
Soybean,Haryana,Zaid,Laterite,782.7,28.0,34.3,293.7,94.06,3164.1
Wheat,Uttar Pradesh,Zaid,Sandy,1321.6,41.8,91.3,68.5,14.49,1860.0
Groundnut,Punjab,Rabi,Laterite,1253.2,33.5,94.1,336.0,7.58,3259.1
Groundnut,Madhya Pradesh,Kharif,Alluvial,2059.3,37.7,35.8,338.7,55.99,3161.7
Soybean,Punjab,Zaid,Alluvial,1926.8,26.2,48.9,133.0,29.38,3730.9
Soybean,Bihar,Kharif,Black,1237.9,35.7,54.2,163.3,82.89,2794.3
Cotton,Karnataka,Kharif,Red,1034.1,16.1,80.5,218.5,67.36,2564.8
Rice,Punjab,Kharif,Black,996.2,18.3,68.7,258.8,97.09,2538.7
Wheat,Karnataka,Rabi,Red,2002.8,20.5,71.9,150.6,25.85,2741.9
Sugarcane,Karnataka,Kharif,Laterite,414.6,25.9,79.2,257.4,48.84,2860.1
Groundnut,Bihar,Zaid,Alluvial,328.2,37.8,37.7,154.2,50.37,2433.8
Sugarcane,Bihar,Kharif,Red,2050.2,24.3,84.2,69.4,24.3,3246.3
Maize,Bihar,Zaid,Laterite,1349.7,32.7,75.9,50.9,59.21,2905.1
Maize,Punjab,Kharif,Alluvial,587.9,34.2,67.5,85.4,44.61,2609.8
Sugarcane,Andhra Pradesh,Zaid,Red,818.2,30.8,87.8,327.3,44.95,3250.8
Maize,Bihar,Zaid,Black,2351.5,24.6,75.5,386.5,36.59,4354.7
Rice,Madhya Pradesh,Kharif,Black,2190.9,30.6,43.1,199.4,2.18,3344.4
Soybean,Punjab,Kharif,Black,1861.5,24.2,57.9,229.4,52.45,3702.6
Maize,Bihar,Zaid,Laterite,1360.9,17.3,62.1,101.4,33.86,2496.4
Cotton,Maharashtra,Rabi,Black,1444.7,41.8,33.6,242.9,0.63,1975.0
Maize,Karnataka,Kharif,Sandy,2445.5,18.4,92.1,100.6,31.14,2898.8
Wheat,Madhya Pradesh,Rabi,Alluvial,2424.7,17.0,38.4,263.9,28.22,2777.6
Rice,Bihar,Kharif,Laterite,773.6,38.7,75.3,376.6,39.65,3135.1
Wheat,Haryana,Kharif,Black,2084.4,23.1,62.9,118.5,13.62,3196.1
Wheat,Karnataka,Kharif,Alluvial,733.9,32.6,31.7,317.6,51.01,2633.0
Cotton,Karnataka,Kharif,Red,769.8,23.9,90.1,58.2,69.4,2714.2
Rice,Bihar,Rabi,Black,1787.4,25.6,85.4,181.4,63.2,3287.7
Rice,Andhra Pradesh,Kharif,Alluvial,1191.0,22.1,64.1,88.8,80.47,2418.4
Rice,Uttar Pradesh,Zaid,Sandy,2349.4,24.3,44.9,173.4,45.47,3773.6
Rice,Andhra Pradesh,Zaid,Red,495.8,26.1,37.9,110.7,52.15,2592.1
Rice,Bihar,Rabi,Sandy,1425.4,34.5,53.6,180.7,81.13,2915.9
Cotton,Karnataka,Kharif,Alluvial,2320.7,28.8,46.6,196.1,43.06,3475.3
Maize,Madhya Pradesh,Zaid,Sandy,2289.1,40.5,62.9,155.2,70.31,2411.5
Wheat,Haryana,Rabi,Alluvial,644.4,16.1,92.8,279.8,43.74,2270.4
Rice,Madhya Pradesh,Kharif,Alluvial,1106.6,28.6,67.4,371.6,42.06,3829.0
Groundnut,Madhya Pradesh,Zaid,Sandy,1662.1,30.8,87.8,190.2,76.14,3270.6
Maize,Karnataka,Zaid,Alluvial,650.7,39.8,72.3,117.3,17.9,2073.3
Maize,Andhra Pradesh,Rabi,Black,2429.6,16.3,60.9,144.8,34.19,2426.3
Wheat,Haryana,Kharif,Alluvial,2312.4,30.5,85.5,348.9,22.81,3759.4
Cotton,Punjab,Kharif,Laterite,667.3,38.0,60.6,250.1,36.23,2691.2
Sugarcane,Maharashtra,Zaid,Alluvial,566.5,21.5,86.5,209.3,23.42,2875.5
Sugarcane,Karnataka,Zaid,Laterite,487.9,38.7,49.0,102.4,58.15,2380.5
Maize,Bihar,Zaid,Alluvial,2300.8,15.5,38.4,207.4,79.92,3043.1
Soybean,Punjab,Kharif,Alluvial,726.0,34.8,85.6,147.5,78.77,2640.1
Soybean,Maharashtra,Rabi,Sandy,1215.8,40.2,68.2,380.1,36.77,2992.3
Wheat,Bihar,Rabi,Black,1287.5,32.7,87.8,359.4,98.88,3501.1
Sugarcane,Madhya Pradesh,Kharif,Black,1617.8,26.9,91.0,79.4,59.59,3522.8
Maize,Uttar Pradesh,Rabi,Red,457.8,16.2,33.5,230.8,40.24,2395.6
Cotton,Bihar,Zaid,Sandy,798.9,39.8,62.6,128.8,83.64,2161.8
Sugarcane,Haryana,Rabi,Sandy,2349.3,27.7,54.4,193.8,73.12,3626.9
Maize,Haryana,Rabi,Black,2298.5,15.8,70.7,356.9,75.05,3566.4
Maize,Uttar Pradesh,Rabi,Sandy,2018.8,33.6,81.6,234.6,20.02,3596.6
Rice,Punjab,Zaid,Black,342.7,28.0,48.2,167.0,47.1,3011.0
Cotton,Maharashtra,Kharif,Sandy,1019.4,18.4,66.2,122.8,86.25,2009.6
Rice,Bihar,Zaid,Alluvial,1681.5,20.8,76.1,330.1,50.65,3558.1
Wheat,Haryana,Kharif,Black,905.4,16.7,38.7,268.6,68.5,2413.0
Rice,Punjab,Kharif,Black,2301.1,30.5,82.9,213.8,59.0,4023.6
Groundnut,Uttar Pradesh,Kharif,Laterite,1694.6,31.8,69.4,126.1,84.31,3438.6
Rice,Andhra Pradesh,Rabi,Sandy,458.2,28.7,91.7,167.0,28.81,2880.3
Groundnut,Karnataka,Rabi,Sandy,2299.8,37.1,52.1,385.9,57.76,3937.5
Sugarcane,Andhra Pradesh,Kharif,Black,2407.1,38.2,37.0,232.0,12.76,3485.6
Soybean,Andhra Pradesh,Kharif,Alluvial,471.0,31.6,62.9,190.2,69.18,2802.1
